rank,lead_score,segment,username,platform,followers,brands,source,email,profile,bio
820,61.5,🎯 Competitor Promoter,nyxcosmetics_kz,Instagram,,jemlit,ig-tagged,,https://www.instagram.com/nyxcosmetics_kz/,NYX PROFESSIONAL MAKEUP KZ 🇰🇿
821,61.5,🎯 Competitor Promoter,nyxcosmetics_georgia,Instagram,,jemlit,ig-tagged,,https://www.instagram.com/nyxcosmetics_georgia/,NYX Professional Makeup GEO
822,61.5,🎯 Competitor Promoter,blackmooncosmetics,Instagram,,jemlit,ig-tagged,,https://www.instagram.com/blackmooncosmetics/,🌘 Black Moon Cosmetics®️🌒
823,61.5,🎯 Competitor Promoter,labeautefataleofficial,Instagram,,jemlit,ig-tagged,,https://www.instagram.com/labeautefataleofficial/,La Beauté Fatale Cosmetics ™ 💄
824,61.5,🎯 Competitor Promoter,merzy_phl,Instagram,,jemlit,ig-tagged,,https://www.instagram.com/merzy_phl/,Merzy Philippines Official 🇵🇭
825,61.5,🎯 Competitor Promoter,revlonanz,Instagram,,jemlit,ig-tagged,,https://www.instagram.com/revlonanz/,Revlon Australia & New Zealand
826,61.5,🎯 Competitor Promoter,ritueldefille,Instagram,,jemlit,ig-tagged,,https://www.instagram.com/ritueldefille/,Rituel de Fille
827,61.5,🎯 Competitor Promoter,andymcsports,Instagram,,courtyard,ig-tagged,,https://www.instagram.com/andymcsports/,Andy McNamara
828,61.5,🎯 Competitor Promoter,nsccshow,Instagram,,courtyard,ig-tagged,,https://www.instagram.com/nsccshow/,The National 🇺🇸
829,61.5,🎯 Competitor Promoter,triplecut.tcg,Instagram,,courtyard,ig-tagged,,https://www.instagram.com/triplecut.tcg/,Ember
830,61.5,🎯 Competitor Promoter,mahreena2026,Instagram,,courtyard,ig-tagged,,https://www.instagram.com/mahreena2026/,Not_your_ Mahreeena
831,61.5,🎯 Competitor Promoter,jcon9724,Instagram,,courtyard,ig-tagged,,https://www.instagram.com/jcon9724/,Jason Conner
832,61.5,🎯 Competitor Promoter,taylorlewan,Instagram,,courtyard,ig-tagged,,https://www.instagram.com/taylorlewan/,Taylor Lewan
833,61.5,🎯 Competitor Promoter,millas_vault,Instagram,,courtyard,ig-tagged,,https://www.instagram.com/millas_vault/,Claire & Milla and begrudgingly my wife KJ
834,61.5,🎯 Competitor Promoter,dubsea,Instagram,,courtyard,ig-tagged,,https://www.instagram.com/dubsea/,dubsea
835,61.5,🎯 Competitor Promoter,gorilla.tcg,Instagram,,courtyard,ig-tagged,,https://www.instagram.com/gorilla.tcg/,Gorilla TCG Pokemon Cards
836,61.5,🎯 Competitor Promoter,itsainft,Instagram,,courtyard,ig-tagged,,https://www.instagram.com/itsainft/,Itsai
837,61.5,🎯 Competitor Promoter,groundhopper_fc,Instagram,,courtyard,ig-tagged,,https://www.instagram.com/groundhopper_fc/,Bernard
838,61.5,🎯 Competitor Promoter,stonvie,Instagram,,courtyard,ig-tagged,,https://www.instagram.com/stonvie/,S.S.STONVIE
839,61.5,🎯 Competitor Promoter,allelitetcg,Instagram,,courtyard,ig-tagged,,https://www.instagram.com/allelitetcg/,LOKI D SENDO🔨🐿️🇨🇦
840,61.5,🎯 Competitor Promoter,courtyardcoins,Instagram,,courtyard,ig-tagged,,https://www.instagram.com/courtyardcoins/,Courtyard Coins
841,61.5,🎯 Competitor Promoter,teeroy.art,Instagram,,courtyard,ig-tagged,,https://www.instagram.com/teeroy.art/,Teeroy™
842,61.5,🎯 Competitor Promoter,treecitycomics,Instagram,,courtyard,ig-tagged,,https://www.instagram.com/treecitycomics/,Tree City Comics
843,61.5,🎯 Competitor Promoter,ripism,Instagram,,courtyard,ig-tagged,,https://www.instagram.com/ripism/,𝐑𝐈𝐏 †
844,61.5,🎯 Competitor Promoter,collectiblevibez,Instagram,,courtyard,ig-tagged,,https://www.instagram.com/collectiblevibez/,
845,61.5,🎯 Competitor Promoter,mqkimon,Instagram,,courtyard,ig-tagged,,https://www.instagram.com/mqkimon/,makimon
846,61.5,🎯 Competitor Promoter,thereal.heze,Instagram,,icybox,ig-tagged,,https://www.instagram.com/thereal.heze/,No hezetation
847,61.5,🎯 Competitor Promoter,diamondsbydave,Instagram,,icybox,ig-tagged,,https://www.instagram.com/diamondsbydave/,David Hernandez | Private Jeweler
848,61.5,🎯 Competitor Promoter,sosa_k100,Instagram,,icybox,ig-tagged,,https://www.instagram.com/sosa_k100/,Sosa_k😈🇯🇲🔥
849,61.5,🎯 Competitor Promoter,kai.strachan,Instagram,,icybox,ig-tagged,,https://www.instagram.com/kai.strachan/,Kizzle
850,61.5,🎯 Competitor Promoter,jrthear,Instagram,,icybox,ig-tagged,,https://www.instagram.com/jrthear/,J R The AR
851,61.5,🎯 Competitor Promoter,watsonschiller_,Instagram,,icybox,ig-tagged,,https://www.instagram.com/watsonschiller_/,Watson Schiller
852,61.5,🎯 Competitor Promoter,kinsey,Instagram,,icybox,ig-tagged,,https://www.instagram.com/kinsey/,Kinsey
853,61.5,🎯 Competitor Promoter,g0al.keeper,Instagram,,icybox,ig-tagged,,https://www.instagram.com/g0al.keeper/,Anthony J Martinez
854,61.5,🎯 Competitor Promoter,scottwiththeice,Instagram,,icybox,ig-tagged,,https://www.instagram.com/scottwiththeice/,Scott Librando | Private Jeweler
855,61.5,🎯 Competitor Promoter,mr.godiamonds,Instagram,,icybox,ig-tagged,,https://www.instagram.com/mr.godiamonds/,Kevin Go | Private High End Jeweler
856,61.5,🎯 Competitor Promoter,tedparkboi,Instagram,,icybox,ig-tagged,,https://www.instagram.com/tedparkboi/,Ted Park
857,61.5,🎯 Competitor Promoter,laprasareanimalstoo_6,Instagram,,icybox,ig-tagged,,https://www.instagram.com/laprasareanimalstoo_6/,laprasareanimalstoo_6
858,61.5,🎯 Competitor Promoter,2tones.01,Instagram,,icybox,ig-tagged,,https://www.instagram.com/2tones.01/,Anthony Farnell
859,61.5,🎯 Competitor Promoter,lancaster_lacounty,Instagram,,icybox,ig-tagged,,https://www.instagram.com/lancaster_lacounty/,ʟᴀɴᴄᴀꜱᴛᴇʀ ᴄᴀʟɪꜰᴏʀɴɪᴀ
860,61.5,🎯 Competitor Promoter,nicolesimeonex,Instagram,,packdraw,ig-tagged,,https://www.instagram.com/nicolesimeonex/,Nicole Simeone
861,61.5,🎯 Competitor Promoter,jeff7ree,Instagram,,packdraw,ig-tagged,,https://www.instagram.com/jeff7ree/,Caleb Bowker
862,61.5,🎯 Competitor Promoter,special_kram,Instagram,,packdraw,ig-tagged,,https://www.instagram.com/special_kram/,Mark Miskell
863,61.5,🎯 Competitor Promoter,dejayboss,Instagram,,packdraw,ig-tagged,,https://www.instagram.com/dejayboss/,Delshon Stanley
864,61.5,🎯 Competitor Promoter,notorioustjok89,Instagram,,packdraw,ig-tagged,,https://www.instagram.com/notorioustjok89/,LourensL89
865,61.5,🎯 Competitor Promoter,tbeats17,Instagram,,packdraw,ig-tagged,,https://www.instagram.com/tbeats17/,Tbeats
866,61.5,🎯 Competitor Promoter,tbeatsclips,Instagram,,packdraw,ig-tagged,,https://www.instagram.com/tbeatsclips/,Tbeats
867,61.5,🎯 Competitor Promoter,kameaisweird,Instagram,,packdraw,ig-tagged,,https://www.instagram.com/kameaisweird/,KAMEA
868,61.5,🎯 Competitor Promoter,robapps556,Instagram,,packdraw,ig-tagged,,https://www.instagram.com/robapps556/,RobApps556
869,61.5,🎯 Competitor Promoter,shanakhiladi,Instagram,,packdraw,ig-tagged,,https://www.instagram.com/shanakhiladi/,
870,61.5,🎯 Competitor Promoter,terriblepker,Instagram,,packdraw,ig-tagged,,https://www.instagram.com/terriblepker/,Terriblepker
871,61.5,🎯 Competitor Promoter,cobypersin,Instagram,,packdraw,ig-tagged,,https://www.instagram.com/cobypersin/,Coby Persin
872,61.5,🎯 Competitor Promoter,todayyearsold,Instagram,,packdraw,ig-promocode,,https://www.instagram.com/todayyearsold/,Today Years Old
873,61.5,🎯 Competitor Promoter,male,Instagram,,packdraw,ig-promocode,,https://www.instagram.com/male/,@Male
874,61.5,🎯 Competitor Promoter,sobot.cortez,Instagram,,courtyard,ig-promocode,,https://www.instagram.com/sobot.cortez/,Sebastian Cortez
875,61.5,🎯 Competitor Promoter,joe_loves_comics,Instagram,,courtyard,ig-promocode,,https://www.instagram.com/joe_loves_comics/,Joe Ormond
876,61.5,🎯 Competitor Promoter,poke_basement,Instagram,,courtyard,ig-promocode,,https://www.instagram.com/poke_basement/,PokeBase
877,61.5,🎯 Competitor Promoter,iamriptar,Instagram,,courtyard,ig-promocode,,https://www.instagram.com/iamriptar/,TGBW Breaks
878,61.5,🎯 Competitor Promoter,pokezzero,Instagram,,courtyard,ig-promocode,,https://www.instagram.com/pokezzero/,Ryan
879,61.5,🎯 Competitor Promoter,cy.io_bhpr,Instagram,,courtyard,ig-promocode,,https://www.instagram.com/cy.io_bhpr/,cy.io_BHPR
880,61.5,🎯 Competitor Promoter,pistoncollects,Instagram,,courtyard,ig-promocode,,https://www.instagram.com/pistoncollects/,Chris
881,61.5,🎯 Competitor Promoter,grandpasoncards,Instagram,,courtyard,ig-promocode,,https://www.instagram.com/grandpasoncards/,GrandPaSonCards
882,61.5,🎯 Competitor Promoter,ironcardsx,Instagram,,courtyard,ig-promocode,,https://www.instagram.com/ironcardsx/,
883,61.5,🎯 Competitor Promoter,surprise.pulls,Instagram,,courtyard,ig-promocode,,https://www.instagram.com/surprise.pulls/,"Surprise Pulls TCG | Surprise, AZ"
884,61.5,🎯 Competitor Promoter,gymleader_tuna,Instagram,,courtyard,ig-promocode,,https://www.instagram.com/gymleader_tuna/,Teun Lauwerier
885,61.5,🎯 Competitor Promoter,queencitysportscards1,Instagram,,courtyard,ig-promocode,,https://www.instagram.com/queencitysportscards1/,Queen City Sports Cards
886,61.5,🎯 Competitor Promoter,nickssportscardsnj,Instagram,,courtyard,ig-promocode,,https://www.instagram.com/nickssportscardsnj/,Nick’s Sports Cards & Comics
887,61.5,🎯 Competitor Promoter,lvexpo,Instagram,,courtyard,ig-promocode,,https://www.instagram.com/lvexpo/,LVE
888,61.5,🎯 Competitor Promoter,quadscards,Instagram,,courtyard,ig-promocode,,https://www.instagram.com/quadscards/,Braden
889,61.5,🎯 Competitor Promoter,mammothcardz,Instagram,,courtyard,ig-promocode,,https://www.instagram.com/mammothcardz/,Jonah🦣
890,61.5,🎯 Competitor Promoter,cardloungepodcast,Instagram,,courtyard,ig-promocode,,https://www.instagram.com/cardloungepodcast/,The Card Lounge Podcast
891,61.5,🎯 Competitor Promoter,nobase_collectibles,Instagram,,courtyard,ig-promocode,,https://www.instagram.com/nobase_collectibles/,dametazooling
892,61.5,🎯 Competitor Promoter,courtyard.io,Instagram,,courtyard,ig-promocode,,https://www.instagram.com/courtyard.io/,Courtyard
893,61.5,🎯 Competitor Promoter,thomasopenscards,Instagram,,courtyard,ig-promocode,,https://www.instagram.com/thomasopenscards/,Thomas
894,61.5,🎯 Competitor Promoter,_stoney.finds,Instagram,,courtyard,ig-promocode,,https://www.instagram.com/_stoney.finds/,CC
895,61.5,🎯 Competitor Promoter,collect_a_con,Instagram,,courtyard,ig-promocode,,https://www.instagram.com/collect_a_con/,Collect-A-Con
896,61.5,🎯 Competitor Promoter,kriptozona.hu,Instagram,,courtyard,ig-promocode,,https://www.instagram.com/kriptozona.hu/,KriptoZóna
897,61.5,🎯 Competitor Promoter,balibeachboyz,Instagram,,courtyard,ig-promocode,,https://www.instagram.com/balibeachboyz/,BaliBeachBoyz🏄‍♂️
898,60.5,🎯 Competitor Promoter,GeniusPothead,X,416986,packdraw,x-mention,,https://x.com/GeniusPothead,"Business is a dog-eat-dog world. And I am a shark, who eats monkeys. AI is the lion that eats the shark. I document the carnage. 🤖"
